cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,sumBZ1,sumBZ2,fractionBZ0,fractionBZ1,fractionBZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
58,160,58,70331.4,0,5,131,50,0,5,135,281.694,2088.72,58026.8,2485.18,493.007,-20.1955,-3.58628,8.75633,-3.50511,21322.4,299.888,2106.91,58061.9,2503.37,511.201,4610.28,811.089,0.914602,0.072622,0.0127764,0.0853985,-3.42167,8.83864,-3.3405,0.484463,-0.284052,1.25813,-7.06282 
59,160,59,73404.8,0,5,131,50,0,5,135,306.228,2291.76,60791.9,2643.33,479.394,-23.126,5.27193,3.1907,-1.34146,21322.4,327.063,2312.6,60832,2664.16,500.228,4976.76,827.291,0.912899,0.0746857,0.0124151,0.0871008,5.46042,3.28494,-1.15297,1.29896,0.487143,1.23538,4.20369 
60,160,60,64918,0,5,131,50,0,5,135,484.885,1809.21,54308.8,2122.86,452.942,-41.1751,-0.539661,5.65785,-2.57338,21322.4,521.981,1846.31,54380.3,2159.95,490.037,4006.26,1012.02,0.915515,0.0674471,0.0170377,0.0844849,-0.204052,5.82565,-2.23777,0.0771981,-0.0204239,1.26346,-2.64322 
61,160,61,71159.4,0,5,131,50,0,5,135,383.156,2004.99,59514.5,2561.25,542.122,-58.5862,13.0868,0.159699,3.61978,21322.4,435.937,2057.77,59616.2,2614.03,594.904,4671.8,1030.84,0.912695,0.0715231,0.0157817,0.0873047,13.5644,0.398461,4.09731,0.752304,0.951106,0.151927,18.0304 
62,160,62,67206.8,0,5,131,50,0,5,135,369.799,1957.85,55802.2,2255.6,393.895,-26.671,-8.16339,3.97566,8.30031,21322.4,393.827,1981.87,55848.5,2279.63,417.923,4261.5,811.75,0.916725,0.0699504,0.0133245,0.0832749,-7.946,4.08436,8.5177,-5.93743,9.95262,0.469021,1.33829 
63,160,63,68119.9,0,5,131,50,0,5,135,374.566,1906.45,56410.5,2284.5,427.533,-42.2799,6.1222,6.96683,-0.395619,21322.4,412.657,1944.54,56483.8,2322.59,465.623,4267.13,878.28,0.91651,0.0692387,0.014251,0.0834897,6.46681,7.13914,-0.0510044,1.00867,0.341071,1.00389,6.41122 
64,160,64,71734.7,0,5,131,50,0,5,135,415.474,2171.62,59139.3,2458.25,485.108,-7.85946,13.0411,-3.34167,-3.01384,21322.4,422.554,2178.7,59152.9,2465.33,492.188,4644.03,914.743,0.914099,0.071765,0.0141357,0.0859007,13.1051,-3.30964,-2.94978,1.32511,1.79197,0.673931,9.88988 
65,160,65,72634.1,0,5,131,50,0,5,135,417.038,2296.11,59912.2,2523.97,526.261,-80.5025,1.24412,0.72837,0.783695,21322.4,489.564,2368.63,60051.9,2596.49,598.787,4965.13,1088.35,0.908427,0.0751092,0.0164639,0.0915731,1.90028,1.05645,1.43985,0.547675,0.506867,0.574756,3.46972 
66,160,66,69817.4,0,5,131,50,0,5,135,299.642,2086.23,57639.5,2447.4,388.063,7.08701,0.476223,7.27461,14.2106,21322.4,293.257,2079.85,57627.2,2441.02,381.679,4520.86,674.936,0.917295,0.0719619,0.0107435,0.0827054,0.418458,7.24572,14.1528,0.0264094,0.0319471,0.485356,15.845 
67,160,67,63297.7,0,5,131,50,0,5,135,499.867,1761.01,52897,1825.42,452.234,-64.7088,3.9589,1.26699,6.88284,21322.4,558.165,1819.3,53009.2,1883.71,510.531,3703.02,1068.7,0.917417,0.0640872,0.0184956,0.0825828,4.48633,1.5307,7.41027,0.357091,0.62614,0.275632,12.5635 
68,160,68,71456,0,5,131,50,0,5,135,393.222,2167.47,59471.4,2380.61,483.362,-30.9016,1.84372,0.447188,2.72632,21322.4,421.062,2195.31,59525,2408.45,511.202,4603.76,932.264,0.91491,0.0707607,0.0143291,0.0850898,2.09559,0.573125,2.97819,0.392299,0.676312,0.261718,5.34182 
69,160,69,68181.8,0,5,131,50,0,5,135,355.702,2021.99,56686,2336.79,549.227,-20.1497,-12.4838,-8.94457,6.9219,21322.4,373.855,2040.14,56720.9,2354.94,567.381,4395.09,941.236,0.91401,0.0708231,0.0151672,0.0859903,-12.3196,-8.86246,7.08614,2.68067,0.442691,1.76694,-4.59572 
70,160,70,63704.2,0,5,131,50,0,5,135,425.144,1739.97,53094.6,2135.93,447.26,-32.1204,-4.06835,-1.0597,-3.72617,21322.4,454.082,1768.91,53150.4,2164.86,476.198,3933.78,930.28,0.916158,0.0678069,0.0160353,0.0838422,-3.80655,-0.928796,-3.46436,0.502004,0.700771,0.330597,-7.5827 
71,160,71,69798.7,0,5,131,50,0,5,135,309.079,2031.64,58137,2417.91,369.862,-55.6613,-5.92105,3.63695,9.61327,21322.4,359.226,2081.78,58233.6,2468.06,420.009,4549.84,779.234,0.91616,0.0715804,0.0122593,0.0838397,-5.46737,3.86379,10.0669,-0.993055,-4.22433,0.414183,5.5056 
72,160,72,71726.5,0,5,131,50,0,5,135,303.299,2192.42,59422.2,2434.35,444.375,-98.5738,5.37567,5.04166,-3.64277,21322.4,392.105,2281.23,59593.3,2523.15,533.182,4804.38,925.287,0.912287,0.0735481,0.0141648,0.0877129,6.17913,5.44339,-2.83932,2.00343,0.393448,1.39501,3.08427 
73,160,73,65019.9,0,5,131,50,0,5,135,264.179,1884.17,54544.9,2105.75,534.495,-74.8908,1.28428,3.49499,0.0428265,21322.4,331.649,1951.64,54674.9,2173.22,601.966,4124.86,933.615,0.915316,0.0690546,0.0156297,0.0846843,1.8947,3.8002,0.653245,0.726848,0.221731,0.914649,2.60674 
74,160,74,65497.9,0,5,131,50,0,5,135,276.93,1824.38,54695.3,2095.23,401.912,-13.987,-3.46989,-8.31963,-2.14176,21322.4,289.531,1836.98,54719.5,2107.83,414.513,3944.81,704.044,0.921695,0.0664463,0.0118589,0.0783052,-3.35589,-8.26263,-2.02776,0.602911,0.188369,0.882438,-5.56614 
75,160,75,69343,0,5,131,50,0,5,135,377.433,2012.64,57586.5,2482.95,516.871,-29.4958,-5.50936,9.32157,-2.38674,21322.4,404.006,2039.21,57637.7,2509.53,543.445,4548.74,947.451,0.912944,0.072049,0.015007,0.087056,-5.26894,9.44177,-2.14633,0.692513,-0.468177,1.14078,-7.60844 
76,160,76,70086,0,5,131,50,0,5,135,382.348,2159.75,58100.9,2344.7,589.541,-28.4546,-0.578602,6.47874,4.07204,21322.4,407.984,2185.38,58150.2,2370.34,615.176,4555.72,1023.16,0.912459,0.0714857,0.0160548,0.0875406,-0.346674,6.5947,4.30396,-0.0797934,-0.0309695,0.738394,4.34465 
77,160,77,66360.6,0,5,131,50,0,5,135,402.038,1800.44,55366.7,2188.54,429.556,-6.2229,6.40613,-1.82815,11.6409,21322.4,407.645,1806.04,55377.5,2194.15,435.162,4000.19,842.807,0.919579,0.0664257,0.0139953,0.0804211,6.45685,-1.80279,11.6916,0.336282,1.95545,-0.396731,19.2007 
78,160,78,61345,0,5,131,50,0,5,135,341.286,1681.42,51482.6,1830.1,397.384,-48.9203,-5.25939,2.79798,13.7272,21322.4,385.359,1725.5,51567.5,1874.18,441.457,3599.67,826.816,0.920947,0.0642868,0.0147662,0.0790529,-4.86065,2.99735,14.1259,-0.461311,-12.6346,0.281027,10.5366 
